agentid,date,agent,department,answered,resolved,speedofanswer,avgtalkduration,satisfaction,callpurpose
ID2839,19/02/2015 11:42,Becky,Toaster,Y,Y,113,0:00:41,2,How-to
ID2840,19/02/2015 11:42,Martha,Television,Y,Y,34,0:03:31,3,New Purchase
ID2841,19/02/2015 11:54,Jim,Toaster,Y,N,26,0:00:40,3,New Purchase
ID2842,19/02/2015 11:54,Jim,Fridge,Y,Y,76,0:05:20,3,New Purchase
ID2843,19/02/2015 12:15,Diane,Fridge,N,N,,,,Returns
ID2844,19/02/2015 12:15,Martha,Toaster,N,N,,,,
ID2845,19/02/2015 13:29,Jim,Air Conditioner,Y,Y,63,0:03:47,1,Billing
ID2846,19/02/2015 13:29,Stewart,Fridge,Y,Y,80,0:04:08,3,Returns
ID2847,19/02/2015 13:32,Jim,Fridge,Y,Y,36,0:06:17,1,Billing
ID2848,19/02/2015 13:32,Diane,Fridge,Y,Y,22,0:01:55,5,Billing
ID2849,19/02/2015 13:45,Stewart,Television,Y,Y,80,0:04:27,2,Returns
ID2850,19/02/2015 13:45,Jim,Air Conditioner,Y,Y,109,0:00:44,1,Broken Product
ID2851,19/02/2015 14:22,Stewart,Air Conditioner,Y,Y,80,0:05:38,3,Broken Product
ID2852,19/02/2015 14:22,Joe,Fridge,Y,Y,108,0:04:47,4,Returns
ID2853,19/02/2015 14:26,Becky,Washing Machine,Y,Y,10,0:05:44,4,Returns
ID2854,19/02/2015 14:26,Greg,Air Conditioner,N,N,,,,Billing
ID2855,19/02/2015 14:45,Martha,Air Conditioner,Y,Y,115,0:02:38,3,How-to
ID2856,19/02/2015 14:45,Becky,Fridge,Y,Y,79,0:04:31,3,Broken Product
ID2857,19/02/2015 14:52,Stewart,Fridge,Y,Y,109,0:00:39,2,Returns
ID2858,19/02/2015 14:52,Jim,Washing Machine,Y,Y,12,0:05:15,4,
ID2859,19/02/2015 15:02,Joe,Television,Y,Y,87,0:02:14,3,Billing
ID2860,19/02/2015 15:02,Stewart,Fridge,Y,Y,55,0:05:40,3,
ID2861,19/02/2015 15:33,Joe,Toaster,Y,Y,109,0:05:35,4,Billing
ID2862,19/02/2015 15:33,Becky,Washing Machine,N,N,,,,Broken Product
ID2863,19/02/2015 15:33,Diane,Toaster,N,N,,,,Broken Product
ID2864,19/02/2015 15:33,Becky,Toaster,Y,Y,12,0:01:09,4,How-to
ID2865,19/02/2015 16:04,Martha,Toaster,Y,Y,71,0:02:51,5,New Purchase
ID2866,19/02/2015 16:04,Dan,Air Conditioner,N,N,,,,How-to
ID2867,19/02/2015 16:26,Stewart,Television,Y,N,104,0:06:29,4,Billing
ID2868,19/02/2015 16:26,Stewart,Toaster,Y,Y,110,0:01:53,1,Broken Product
ID2869,19/02/2015 17:21,Martha,Television,Y,Y,108,0:02:44,1,New Purchase
ID2870,19/02/2015 17:21,Dan,Air Conditioner,Y,Y,88,0:00:55,1,Returns
ID2871,19/02/2015 17:29,Stewart,Washing Machine,N,N,,,,How-to
ID2872,19/02/2015 17:29,Joe,Fridge,Y,Y,32,0:06:08,1,Broken Product
ID2873,19/02/2015 17:38,Diane,Washing Machine,Y,Y,37,0:06:13,4,Returns
ID2874,19/02/2015 17:38,Greg,Toaster,Y,Y,58,0:03:25,5,Returns
ID2875,20/02/2015 9:24,Greg,Washing Machine,Y,Y,61,0:04:06,4,Billing
ID2876,20/02/2015 9:24,Jim,Washing Machine,Y,Y,39,0:01:45,1,Broken Product
ID2877,20/02/2015 9:33,Joe,Washing Machine,Y,Y,39,0:05:41,4,Billing
ID2878,20/02/2015 9:33,Diane,Television,Y,Y,53,0:01:47,5,How-to
ID2879,20/02/2015 10:01,Joe,Washing Machine,N,N,,,,Broken Product
ID2880,20/02/2015 10:01,Stewart,Television,Y,Y,64,0:05:11,4,Returns
ID2881,20/02/2015 10:10,Joe,Air Conditioner,Y,Y,77,0:03:40,3,Returns
ID2882,20/02/2015 10:10,Dan,Washing Machine,Y,Y,20,0:00:49,1,Billing
ID2883,20/02/2015 10:24,Martha,Washing Machine,N,N,,,,Returns
ID2884,20/02/2015 10:24,Joe,Fridge,N,N,,,,How-to
ID2885,20/02/2015 10:50,Dan,Fridge,Y,Y,26,0:06:13,5,New Purchase
ID2886,20/02/2015 10:50,Diane,Air Conditioner,Y,Y,33,0:04:59,3,Broken Product
ID2887,20/02/2015 11:00,Jim,Fridge,N,N,,,,Returns
ID2888,20/02/2015 11:00,Becky,Washing Machine,Y,Y,122,0:02:08,3,New Purchase
ID2889,20/02/2015 11:11,Martha,Washing Machine,N,N,,,,How-to
ID2890,20/02/2015 11:11,Martha,Toaster,Y,Y,75,0:03:46,3,Broken Product
ID2891,20/02/2015 11:21,Martha,Fridge,Y,Y,27,0:01:39,4,Broken Product
ID2892,20/02/2015 11:21,Diane,Washing Machine,Y,Y,37,0:05:48,3,Broken Product
ID2893,20/02/2015 11:34,Diane,Fridge,Y,Y,24,0:02:25,3,Billing
ID2894,20/02/2015 11:34,Becky,Television,Y,Y,70,0:05:22,1,How-to
ID2895,20/02/2015 11:41,Becky,Air Conditioner,Y,Y,117,0:01:54,4,Returns
ID2896,20/02/2015 11:41,Diane,Toaster,Y,Y,15,0:04:37,1,How-to
ID2897,20/02/2015 11:54,Greg,Television,Y,Y,20,0:03:35,3,Billing
ID2898,20/02/2015 11:54,Dan,Television,Y,Y,36,0:04:16,2,Billing
ID2899,20/02/2015 12:02,Diane,Air Conditioner,Y,Y,63,0:04:47,1,Broken Product
ID2900,20/02/2015 12:02,Becky,Toaster,Y,Y,20,0:06:22,3,Billing
ID2901,20/02/2015 12:10,Dan,Washing Machine,Y,N,115,0:05:35,4,Returns
ID2902,20/02/2015 12:10,Joe,Washing Machine,N,N,,,,Billing
ID2903,20/02/2015 12:25,Dan,Air Conditioner,Y,Y,95,0:04:58,3,Returns
ID2904,20/02/2015 12:25,Becky,Toaster,Y,Y,114,0:03:07,4,How-to
ID2905,20/02/2015 12:46,Martha,Washing Machine,Y,Y,71,0:02:01,4,How-to
ID2906,20/02/2015 12:46,Stewart,Toaster,Y,Y,44,0:06:02,1,
ID2907,20/02/2015 12:51,Greg,Air Conditioner,N,N,,,,Broken Product
ID2908,20/02/2015 12:51,Becky,Air Conditioner,N,N,,,,Billing
ID2909,20/02/2015 13:35,Stewart,Toaster,Y,Y,24,0:01:54,3,How-to
ID2910,20/02/2015 13:35,Greg,Television,N,N,,,,How-to
ID2911,20/02/2015 13:56,Dan,Washing Machine,Y,Y,70,0:02:59,3,How-to
ID2912,20/02/2015 13:56,Jim,Television,N,N,,,,How-to
ID2913,20/02/2015 14:13,Dan,Fridge,Y,Y,33,0:00:40,1,Returns
ID2914,20/02/2015 14:13,Diane,Washing Machine,N,N,,,,Broken Product
ID2915,20/02/2015 14:28,Greg,Fridge,Y,N,15,0:05:32,1,
ID2916,20/02/2015 14:28,Joe,Television,Y,Y,103,0:04:56,4,Billing
ID2917,20/02/2015 15:07,Martha,Washing Machine,Y,Y,61,0:05:50,5,Returns
ID2918,20/02/2015 15:07,Greg,Fridge,N,N,,,,Broken Product
ID2919,20/02/2015 15:11,Greg,Washing Machine,Y,Y,32,0:01:25,4,New Purchase
ID2920,20/02/2015 15:11,Dan,Fridge,Y,Y,33,0:01:42,4,
ID2921,20/02/2015 15:12,Becky,Toaster,Y,Y,30,0:05:50,3,New Purchase
ID2922,20/02/2015 15:12,Stewart,Television,Y,Y,36,0:05:26,4,Broken Product
ID2923,20/02/2015 15:21,Dan,Air Conditioner,Y,Y,16,0:04:20,4,Billing
ID2924,20/02/2015 15:21,Stewart,Air Conditioner,Y,Y,60,0:04:27,3,How-to
ID2925,20/02/2015 15:53,Stewart,Air Conditioner,N,N,,,,Billing
ID2926,20/02/2015 15:53,Stewart,Washing Machine,Y,Y,42,0:04:56,4,New Purchase
ID2927,20/02/2015 16:00,Dan,Washing Machine,Y,Y,58,0:05:41,1,New Purchase
ID2928,20/02/2015 16:00,Greg,Toaster,Y,N,44,0:02:18,1,Returns
ID2929,20/02/2015 16:10,Martha,Television,Y,N,72,0:02:33,1,Broken Product
ID2930,20/02/2015 16:10,Stewart,Television,Y,Y,13,0:03:57,4,Broken Product
ID2931,20/02/2015 16:14,Jim,Television,Y,Y,113,0:03:31,4,Billing
ID2932,20/02/2015 16:14,Joe,Television,N,N,,,,How-to
ID2933,20/02/2015 16:16,Greg,Washing Machine,Y,Y,51,0:06:30,4,Billing
ID2934,20/02/2015 16:16,Greg,Washing Machine,Y,N,85,0:05:14,1,Returns
ID2935,20/02/2015 16:32,Stewart,Toaster,Y,N,27,0:06:24,4,Broken Product
ID2936,20/02/2015 16:32,Dan,Washing Machine,Y,Y,75,0:03:25,3,New Purchase
ID2937,20/02/2015 16:52,Jim,Washing Machine,Y,Y,63,0:05:33,2,How-to
ID2938,20/02/2015 16:52,Dan,Fridge,N,N,,,,Billing
ID2939,20/02/2015 17:25,Diane,Toaster,Y,Y,22,0:00:51,3,Billing
ID2940,20/02/2015 17:25,Becky,Washing Machine,N,N,,,,Returns
ID2941,20/02/2015 17:57,Stewart,Fridge,Y,N,106,0:03:45,3,Broken Product
ID2942,20/02/2015 17:57,Greg,Television,Y,Y,86,0:02:40,4,How-to
ID2943,21/02/2015 9:57,Stewart,Washing Machine,Y,Y,55,0:06:04,3,Billing
ID2944,21/02/2015 9:57,Martha,Fridge,Y,Y,74,0:06:46,2,
ID2945,21/02/2015 10:12,Stewart,Fridge,Y,Y,53,0:06:20,5,How-to
ID2946,21/02/2015 10:12,Joe,Air Conditioner,Y,Y,115,0:02:05,3,New Purchase
ID2947,21/02/2015 10:22,Jim,Fridge,Y,Y,29,0:01:30,4,Broken Product
ID2948,21/02/2015 10:22,Joe,Toaster,Y,Y,16,0:02:10,4,How-to
ID2949,21/02/2015 11:06,Martha,Air Conditioner,Y,N,26,0:03:45,3,Returns
ID2950,21/02/2015 11:06,Becky,Air Conditioner,Y,Y,71,0:03:49,1,New Purchase
ID2951,21/02/2015 11:08,Joe,Television,Y,Y,109,0:04:31,4,Returns
ID2952,21/02/2015 11:08,Joe,Air Conditioner,Y,Y,102,0:03:50,5,Broken Product
ID2953,21/02/2015 11:12,Joe,Toaster,Y,Y,115,0:00:37,4,Billing
ID2954,21/02/2015 11:12,Diane,Air Conditioner,Y,Y,48,0:02:27,4,How-to
ID2955,21/02/2015 11:35,Dan,Television,Y,Y,41,0:04:27,5,New Purchase
ID2956,21/02/2015 11:35,Greg,Air Conditioner,Y,Y,97,0:03:10,4,How-to
ID2957,21/02/2015 11:42,Martha,Toaster,Y,N,39,0:03:22,3,Broken Product
ID2958,21/02/2015 11:42,Becky,Fridge,N,N,,,,
ID2959,21/02/2015 11:54,Jim,Toaster,Y,Y,73,0:01:13,3,Broken Product
ID2960,21/02/2015 11:54,Dan,Washing Machine,Y,Y,25,0:01:06,1,Returns
ID2961,21/02/2015 12:21,Becky,Television,Y,Y,84,0:03:49,3,Broken Product
ID2962,21/02/2015 12:21,Becky,Air Conditioner,Y,Y,99,0:02:35,5,How-to
ID2963,21/02/2015 12:25,Jim,Television,Y,Y,108,0:05:28,3,Returns
ID2964,21/02/2015 12:25,Greg,Toaster,Y,Y,80,0:02:17,4,
ID2965,21/02/2015 12:57,Becky,Toaster,Y,Y,77,0:01:15,4,Returns
ID2966,21/02/2015 12:57,Stewart,Fridge,Y,Y,14,0:01:31,5,Returns
ID2967,21/02/2015 13:14,Stewart,Air Conditioner,Y,N,69,0:05:10,5,New Purchase
ID2968,21/02/2015 13:14,Jim,Washing Machine,Y,Y,91,0:00:53,3,Billing
ID2969,21/02/2015 13:35,Greg,Toaster,N,N,,,,
ID2970,21/02/2015 13:35,Becky,Toaster,Y,Y,125,0:03:09,1,How-to
ID2971,21/02/2015 13:56,Becky,Television,Y,Y,25,0:06:00,4,Broken Product
ID2972,21/02/2015 13:56,Dan,Toaster,Y,Y,60,0:04:45,4,Returns
ID2973,21/02/2015 13:59,Becky,Air Conditioner,Y,N,97,0:04:40,3,Billing
ID2974,21/02/2015 13:59,Dan,Fridge,Y,Y,41,0:04:56,1,Returns
ID2975,21/02/2015 14:29,Stewart,Toaster,N,N,,,,
ID2976,21/02/2015 14:29,Greg,Television,Y,Y,47,0:06:59,4,Broken Product
ID2977,21/02/2015 14:47,Becky,Washing Machine,N,N,,,,
ID2978,21/02/2015 14:47,Jim,Television,Y,Y,82,0:06:34,5,Broken Product
ID2979,21/02/2015 14:58,Greg,Fridge,Y,Y,94,0:04:43,4,Billing
ID2980,21/02/2015 14:58,Becky,Washing Machine,Y,Y,43,0:04:43,4,Billing
ID2981,21/02/2015 15:10,Stewart,Air Conditioner,Y,Y,27,0:04:07,1,
ID2982,21/02/2015 15:10,Joe,Air Conditioner,Y,N,15,0:02:51,3,How-to
ID2983,21/02/2015 15:44,Jim,Air Conditioner,Y,Y,21,0:01:22,4,Broken Product
ID2984,21/02/2015 15:44,Dan,Air Conditioner,Y,Y,30,0:01:46,5,Returns
ID2985,21/02/2015 15:46,Diane,Fridge,Y,N,106,0:02:10,1,New Purchase
ID2986,21/02/2015 15:46,Jim,Fridge,Y,Y,56,0:05:21,3,How-to
ID2987,21/02/2015 16:23,Dan,Toaster,Y,Y,100,0:06:33,5,Billing
ID2988,21/02/2015 16:23,Diane,Television,Y,Y,48,0:05:46,3,How-to
ID2989,21/02/2015 16:59,Jim,Television,Y,Y,74,0:03:37,5,Billing
ID2990,21/02/2015 16:59,Stewart,Fridge,Y,Y,100,0:04:00,1,Broken Product
ID2991,21/02/2015 17:19,Diane,Toaster,Y,N,90,0:02:43,3,Billing
ID2992,21/02/2015 17:19,Becky,Air Conditioner,N,N,,,,Billing
ID2993,21/02/2015 17:21,Dan,Toaster,Y,Y,43,0:06:20,5,Billing
ID2994,21/02/2015 17:21,Joe,Toaster,Y,Y,68,0:05:13,4,Broken Product
ID2995,21/02/2015 17:49,Jim,Television,N,N,,,,How-to
ID2996,21/02/2015 17:49,Diane,Fridge,Y,Y,65,0:05:18,1,
ID2997,22/02/2015 9:04,Greg,Fridge,Y,Y,125,0:01:58,5,
ID2998,22/02/2015 9:04,Joe,Fridge,Y,Y,62,0:05:13,4,Returns
ID2999,22/02/2015 9:44,Jim,Toaster,Y,Y,24,0:02:10,3,How-to
ID3000,22/02/2015 9:44,Becky,Television,N,N,,,,New Purchase
ID3001,22/02/2015 11:12,Jim,Television,Y,Y,41,0:02:17,4,Billing
ID3002,22/02/2015 11:12,Becky,Television,Y,Y,81,0:01:53,3,
ID3003,22/02/2015 11:13,Diane,Air Conditioner,Y,Y,21,0:05:28,5,Billing
ID3004,22/02/2015 11:13,Joe,Fridge,N,N,,,,
ID3005,22/02/2015 11:29,Jim,Television,N,N,,,,Billing
ID3006,22/02/2015 11:29,Jim,Washing Machine,Y,Y,42,0:04:28,4,Returns
ID3007,22/02/2015 11:58,Greg,Television,Y,Y,79,0:05:21,5,Broken Product
ID3008,22/02/2015 11:58,Greg,Air Conditioner,Y,Y,120,0:04:53,4,Billing
ID3009,22/02/2015 12:04,Dan,Fridge,Y,Y,10,0:02:34,4,Billing
ID3010,22/02/2015 12:04,Jim,Television,Y,Y,21,0:05:05,1,Returns
ID3011,22/02/2015 13:01,Diane,Air Conditioner,Y,N,16,0:03:35,5,Broken Product
ID3012,22/02/2015 13:01,Joe,Toaster,Y,Y,34,0:06:19,5,Broken Product
ID3013,22/02/2015 13:19,Diane,Washing Machine,Y,Y,116,0:06:53,1,New Purchase
ID3014,22/02/2015 13:19,Greg,Fridge,Y,Y,28,0:06:25,2,
ID3015,22/02/2015 13:30,Martha,Air Conditioner,Y,Y,75,0:02:33,3,Returns
ID3016,22/02/2015 13:30,Martha,Toaster,N,N,,,,Billing
ID3017,22/02/2015 14:06,Joe,Toaster,Y,N,29,0:03:34,2,Broken Product
ID3018,22/02/2015 14:06,Jim,Air Conditioner,N,N,,,,Broken Product
ID3019,22/02/2015 14:32,Becky,Air Conditioner,N,N,,,,Billing
ID3020,22/02/2015 14:32,Dan,Air Conditioner,Y,Y,118,0:02:11,4,Broken Product
ID3021,22/02/2015 14:32,Dan,Fridge,Y,Y,87,0:05:04,3,Billing
ID3022,22/02/2015 14:32,Diane,Television,Y,N,100,0:06:45,3,Broken Product
ID3023,22/02/2015 15:12,Becky,Fridge,Y,Y,114,0:05:05,2,How-to
ID3024,22/02/2015 15:12,Stewart,Air Conditioner,Y,Y,69,0:00:35,4,
ID3025,22/02/2015 15:18,Jim,Fridge,Y,Y,112,0:01:59,3,Broken Product
ID3026,22/02/2015 15:18,Dan,Air Conditioner,N,N,,,,How-to
ID3027,22/02/2015 15:37,Stewart,Television,Y,Y,48,0:01:54,3,How-to
ID3028,22/02/2015 15:37,Becky,Toaster,Y,Y,92,0:01:26,2,How-to
ID3029,22/02/2015 15:37,Jim,Television,Y,Y,102,0:06:34,4,Returns
ID3030,22/02/2015 15:37,Martha,Air Conditioner,Y,Y,16,0:06:31,3,Returns
ID3031,22/02/2015 15:41,Joe,Air Conditioner,Y,Y,58,0:02:53,5,How-to
ID3032,22/02/2015 15:41,Becky,Washing Machine,Y,Y,87,0:01:42,5,New Purchase
ID3033,22/02/2015 15:48,Joe,Washing Machine,Y,Y,88,0:01:17,4,
ID3034,22/02/2015 15:48,Dan,Fridge,Y,Y,59,0:03:42,3,New Purchase
ID3035,22/02/2015 16:26,Jim,Television,Y,Y,11,0:03:15,3,Returns
ID3036,22/02/2015 16:26,Joe,Air Conditioner,Y,Y,75,0:06:33,3,Broken Product
ID3037,22/02/2015 16:39,Greg,Fridge,Y,Y,64,0:06:37,3,
ID3038,22/02/2015 16:39,Becky,Television,Y,Y,95,0:05:16,1,Broken Product
ID3039,22/02/2015 16:55,Martha,Air Conditioner,Y,Y,94,0:05:02,4,Broken Product
ID3040,22/02/2015 16:55,Greg,Toaster,N,N,,,,Billing
ID3041,22/02/2015 17:03,Joe,Washing Machine,N,N,,,,Returns
ID3042,22/02/2015 17:03,Becky,Fridge,N,N,,,,Broken Product
ID3043,22/02/2015 17:09,Dan,Washing Machine,N,N,,,,Broken Product
ID3044,22/02/2015 17:09,Diane,Washing Machine,Y,Y,41,0:02:08,3,How-to
ID3045,22/02/2015 17:19,Diane,Fridge,Y,Y,38,0:03:48,3,New Purchase
ID3046,22/02/2015 17:19,Martha,Television,Y,Y,33,0:01:42,5,New Purchase
ID3047,23/02/2015 9:02,Dan,Air Conditioner,Y,Y,49,0:01:01,3,Broken Product
ID3048,23/02/2015 9:02,Dan,Television,Y,Y,97,0:00:46,5,New Purchase
ID3049,23/02/2015 9:23,Becky,Toaster,Y,Y,23,0:02:53,3,Broken Product
ID3050,23/02/2015 9:23,Joe,Air Conditioner,Y,Y,60,0:06:16,3,Returns
ID3051,23/02/2015 9:43,Martha,Air Conditioner,Y,Y,48,0:06:24,2,Billing
ID3052,23/02/2015 9:43,Diane,Washing Machine,Y,Y,28,0:01:45,4,New Purchase
ID3053,23/02/2015 10:24,Martha,Air Conditioner,Y,Y,104,0:05:43,4,Broken Product
ID3054,23/02/2015 10:24,Greg,Washing Machine,Y,Y,115,0:01:23,4,Broken Product
ID3055,23/02/2015 10:43,Becky,Fridge,Y,N,89,0:01:52,3,Billing
ID3056,23/02/2015 10:43,Martha,Washing Machine,N,N,,,,Billing
ID3057,23/02/2015 10:49,Stewart,Air Conditioner,Y,Y,111,0:04:17,3,
ID3058,23/02/2015 10:49,Jim,Toaster,Y,Y,17,0:06:18,5,How-to
ID3059,23/02/2015 11:22,Diane,Air Conditioner,Y,Y,112,0:01:03,3,Returns
ID3060,23/02/2015 11:22,Stewart,Television,Y,N,100,0:04:25,5,
ID3061,23/02/2015 12:01,Becky,Toaster,N,N,,,,New Purchase
ID3062,23/02/2015 12:01,Diane,Fridge,Y,Y,40,0:04:13,3,New Purchase
ID3063,23/02/2015 12:41,Martha,Washing Machine,N,N,,,,Billing
ID3064,23/02/2015 12:41,Becky,Fridge,Y,Y,29,0:01:10,3,Billing
ID3065,23/02/2015 12:59,Jim,Fridge,Y,N,39,0:06:33,4,How-to
ID3066,23/02/2015 12:59,Diane,Toaster,Y,Y,41,0:01:18,3,How-to
ID3067,23/02/2015 13:26,Stewart,Television,N,N,,,,Broken Product
ID3068,23/02/2015 13:26,Martha,Air Conditioner,N,N,,,,Returns
ID3069,23/02/2015 13:37,Becky,Fridge,Y,Y,56,0:00:37,5,Returns
ID3070,23/02/2015 13:37,Diane,Television,Y,Y,76,0:02:16,1,How-to
ID3071,23/02/2015 13:45,Greg,Fridge,Y,N,36,0:01:06,3,New Purchase
ID3072,23/02/2015 13:45,Jim,Television,Y,Y,111,0:01:42,3,
ID3073,23/02/2015 14:28,Becky,Toaster,Y,Y,17,0:03:04,4,How-to
ID3074,23/02/2015 14:28,Diane,Toaster,Y,Y,121,0:03:23,5,How-to
ID3075,23/02/2015 14:34,Stewart,Toaster,Y,Y,69,0:06:05,4,How-to
ID3076,23/02/2015 14:34,Jim,Washing Machine,Y,Y,111,0:03:27,3,Returns
ID3077,23/02/2015 14:38,Martha,Air Conditioner,N,N,,,,
ID3078,23/02/2015 14:38,Jim,Air Conditioner,Y,Y,86,0:04:38,3,Returns
ID3079,23/02/2015 14:48,Dan,Toaster,Y,Y,77,0:06:53,4,Billing
ID3080,23/02/2015 14:48,Jim,Washing Machine,Y,Y,70,0:04:48,3,Billing
ID3081,23/02/2015 14:54,Greg,Television,Y,Y,82,0:01:26,3,
ID3082,23/02/2015 14:54,Joe,Toaster,N,N,,,,Billing
ID3083,23/02/2015 15:21,Becky,Washing Machine,Y,Y,69,0:02:17,1,Returns
ID3084,23/02/2015 15:21,Jim,Air Conditioner,N,N,,,,Broken Product
ID3085,23/02/2015 15:30,Joe,Washing Machine,Y,Y,56,0:01:22,1,New Purchase
ID3086,23/02/2015 15:30,Greg,Washing Machine,Y,Y,95,0:06:09,1,Billing
ID3087,23/02/2015 15:34,Jim,Fridge,N,N,,,,How-to
ID3088,23/02/2015 15:34,Greg,Television,Y,Y,13,0:06:06,3,
ID3089,23/02/2015 15:47,Joe,Toaster,Y,Y,52,0:04:59,4,Broken Product
ID3090,23/02/2015 15:47,Joe,Air Conditioner,Y,N,40,0:05:52,4,
ID3091,23/02/2015 16:40,Greg,Fridge,N,N,,,,How-to
ID3092,23/02/2015 16:40,Martha,Washing Machine,Y,Y,124,0:06:43,5,Broken Product
ID3093,23/02/2015 16:55,Greg,Toaster,Y,Y,99,0:06:44,4,Billing
ID3094,23/02/2015 16:55,Becky,Television,Y,Y,99,0:06:38,4,How-to
ID3095,23/02/2015 17:11,Diane,Toaster,Y,Y,86,0:04:26,4,Billing
ID3096,23/02/2015 17:11,Joe,Air Conditioner,Y,Y,118,0:00:53,2,Returns
ID3097,23/02/2015 17:24,Martha,Washing Machine,Y,Y,50,0:06:23,4,Returns
ID3098,23/02/2015 17:24,Martha,Fridge,N,N,,,,How-to
ID3099,23/02/2015 17:29,Becky,Television,Y,Y,52,0:03:34,1,Broken Product
ID3100,23/02/2015 17:29,Diane,Air Conditioner,Y,Y,34,0:04:46,4,New Purchase
ID3101,24/02/2015 9:36,Greg,Toaster,Y,Y,37,0:03:48,3,Broken Product
ID3102,24/02/2015 9:36,Dan,Fridge,Y,Y,75,0:03:01,4,Returns
ID3103,24/02/2015 12:59,Dan,Air Conditioner,Y,Y,85,0:01:13,2,Returns
ID3104,24/02/2015 12:59,Diane,Fridge,Y,Y,25,0:04:23,3,How-to
ID3105,24/02/2015 13:00,Stewart,Fridge,N,N,,,,Billing
ID3106,24/02/2015 13:00,Dan,Washing Machine,N,N,,,,Broken Product
ID3107,24/02/2015 13:17,Joe,Television,Y,Y,70,0:00:48,4,New Purchase
ID3108,24/02/2015 13:17,Diane,Air Conditioner,Y,Y,103,0:03:26,4,Broken Product
ID3109,24/02/2015 13:35,Stewart,Toaster,Y,Y,71,0:06:57,5,How-to
ID3110,24/02/2015 13:35,Becky,Air Conditioner,Y,Y,51,0:01:11,4,
ID3111,24/02/2015 13:49,Jim,Toaster,Y,Y,103,0:00:32,5,Returns
ID3112,24/02/2015 13:49,Joe,Toaster,Y,Y,98,0:02:55,5,How-to
ID3113,24/02/2015 13:58,Greg,Toaster,Y,Y,65,0:03:24,2,Returns
ID3114,24/02/2015 13:58,Dan,Fridge,Y,Y,104,0:04:59,4,Returns
ID3115,24/02/2015 14:24,Jim,Toaster,Y,Y,82,0:04:46,2,New Purchase
ID3116,24/02/2015 14:24,Martha,Toaster,Y,Y,26,0:02:52,4,
ID3117,24/02/2015 14:34,Diane,Toaster,Y,N,84,0:03:36,3,New Purchase
ID3118,24/02/2015 14:34,Greg,Air Conditioner,Y,Y,106,0:05:43,4,Billing
ID3119,24/02/2015 14:41,Joe,Fridge,Y,Y,92,0:01:42,4,Broken Product
ID3120,24/02/2015 14:41,Joe,Fridge,N,N,,,,
ID3121,24/02/2015 15:17,Becky,Washing Machine,Y,Y,122,0:03:01,1,Returns
ID3122,24/02/2015 15:17,Becky,Washing Machine,Y,Y,92,0:02:44,4,Returns
ID3123,24/02/2015 15:21,Diane,Toaster,N,N,,,,Returns
ID3124,24/02/2015 15:21,Jim,Television,Y,Y,61,0:04:25,5,New Purchase
ID3125,24/02/2015 15:28,Martha,Air Conditioner,Y,Y,27,0:01:56,5,Billing
ID3126,24/02/2015 15:28,Becky,Air Conditioner,Y,Y,68,0:01:48,1,
ID3127,24/02/2015 15:41,Diane,Air Conditioner,N,N,,,,Returns
ID3128,24/02/2015 15:41,Greg,Air Conditioner,Y,Y,59,0:00:42,4,Broken Product
ID3129,24/02/2015 16:07,Joe,Toaster,N,N,,,,New Purchase
ID3130,24/02/2015 16:07,Joe,Air Conditioner,Y,Y,110,0:05:50,4,Returns
ID3131,24/02/2015 16:23,Jim,Air Conditioner,Y,Y,23,0:02:20,4,New Purchase
ID3132,24/02/2015 16:23,Diane,Washing Machine,Y,Y,60,0:06:09,5,New Purchase
ID3133,24/02/2015 16:37,Stewart,Toaster,Y,Y,89,0:02:27,3,Broken Product
ID3134,24/02/2015 16:37,Martha,Fridge,Y,Y,48,0:04:06,3,Billing
ID3135,24/02/2015 16:42,Joe,Fridge,Y,Y,52,0:04:55,5,How-to
ID3136,24/02/2015 16:42,Jim,Toaster,Y,Y,49,0:03:19,1,Returns
ID3137,24/02/2015 16:48,Becky,Air Conditioner,Y,Y,33,0:04:39,2,Returns
ID3138,24/02/2015 16:48,Jim,Air Conditioner,Y,Y,108,0:04:19,4,New Purchase
ID3140,24/02/2015 17:13,Joe,Toaster,Y,Y,21,0:04:56,5,Billing
ID3141,24/02/2015 17:16,Martha,Washing Machine,Y,Y,23,0:03:49,5,New Purchase
ID3142,24/02/2015 17:16,Dan,Air Conditioner,N,N,,,,Billing
ID3143,24/02/2015 17:28,Becky,Washing Machine,Y,Y,73,0:05:34,5,How-to
ID3144,24/02/2015 17:28,Dan,Air Conditioner,N,N,,,,
ID3145,24/02/2015 17:36,Stewart,Air Conditioner,Y,Y,22,0:04:13,3,Billing
ID3146,24/02/2015 17:36,Martha,Toaster,N,N,,,,Billing
ID3147,24/02/2015 17:42,Stewart,Fridge,Y,N,12,0:05:43,4,Returns
ID3148,24/02/2015 17:42,Joe,Television,Y,Y,111,0:04:25,3,
ID3149,24/02/2015 17:47,Jim,Fridge,Y,Y,97,0:03:46,5,How-to
ID3150,24/02/2015 17:47,Diane,Television,Y,Y,93,0:05:31,4,
ID3151,24/02/2015 17:55,Becky,Television,Y,Y,24,0:02:25,3,Billing
ID3152,24/02/2015 17:55,Martha,Air Conditioner,Y,Y,84,0:01:49,1,New Purchase
ID3153,25/02/2015 9:10,Stewart,Washing Machine,Y,Y,17,0:01:56,4,Billing
