Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating,J,K
ID2363,10FEB15:17:44:10,Dan,Fridge,Y,Y,118,0:05:40,4,,
ID2364,10FEB15:17:44:10,Diane,Toaster,Y,Y,108,0:04:40,5,,
ID2365,11FEB15:09:05:46,Martha,Television,Y,Y,59,0:04:31,5,,
ID2366,11FEB15:09:05:46,Diane,Air Conditioner,Y,Y,103,0:01:22,3,,
ID2368,11FEB15:09:11:31,Jim,Washing Machine,Y,Y,112,0:01:24,1,,
ID2369,11FEB15:09:34:34,Diane,Television,Y,Y,38,0:03:30,5,,
ID2370,11FEB15:09:34:34,Jim,Washing Machine,Y,Y,81,0:04:44,3,,
ID2371,11FEB15:09:44:38,Martha,Fridge,Y,N,115,0:03:02,4,,
ID2373,11FEB15:10:12:00,Stewart,Washing Machine,Y,Y,45,0:01:04,4,,
ID2374,11FEB15:10:12:00,Dan,Fridge,Y,Y,11,0:02:06,5,,
ID2375,11FEB15:10:23:31,Joe,Television,Y,Y,93,0:02:17,1,,
ID2376,11FEB15:10:23:31,Becky,Television,Y,Y,107,0:01:45,5,,
ID2377,11FEB15:10:29:17,Martha,Toaster,Y,Y,36,0:05:37,3,,
ID2378,11FEB15:10:29:17,Greg,Washing Machine,Y,Y,81,0:04:20,1,,
ID2379,11FEB15:11:05:17,Greg,Toaster,Y,Y,58,0:06:31,3,,
ID2381,11FEB15:11:12:29,Jim,Washing Machine,Y,Y,102,0:06:13,5,,
ID2382,11FEB15:11:12:29,Becky,Television,Y,Y,63,0:05:52,4,,
ID2383,11FEB15:11:54:14,Dan,Television,Y,Y,106,0:00:41,4,,
ID2385,11FEB15:11:55:41,Jim,Toaster,Y,Y,31,0:00:47,4,,
ID2386,11FEB15:11:55:41,Dan,Washing Machine,Y,Y,93,0:04:54,5,,
ID2388,11FEB15:12:00:00,Becky,Fridge,Y,Y,66,0:03:11,4,,
ID2391,11FEB15:12:04:19,Diane,Toaster,Y,Y,18,0:02:08,5,,
ID2392,11FEB15:12:04:19,Martha,Fridge,Y,Y,65,0:05:43,5,,
ID2393,11FEB15:12:15:50,Dan,Washing Machine,Y,Y,116,0:04:12,2,,
ID2396,11FEB15:12:30:14,Martha,Fridge,Y,Y,19,0:05:35,5,,
ID2398,11FEB15:12:34:34,Greg,Air Conditioner,Y,Y,120,0:06:54,3,,
ID2399,11FEB15:12:36:00,Martha,Fridge,Y,Y,32,0:00:55,3,,
ID2400,11FEB15:12:36:00,Stewart,Fridge,Y,Y,121,0:05:45,2,,
ID2402,11FEB15:12:50:24,Greg,Fridge,Y,Y,82,0:03:21,4,,
ID2403,11FEB15:12:57:36,Martha,Washing Machine,Y,Y,53,0:02:18,4,,
ID2405,11FEB15:13:12:00,Becky,Air Conditioner,Y,Y,16,0:05:12,4,,
ID2406,11FEB15:13:12:00,Martha,Fridge,Y,Y,67,0:06:11,3,,
ID2407,11FEB15:13:22:05,Dan,Television,Y,Y,95,0:02:59,4,,
ID2408,11FEB15:13:22:05,Diane,Fridge,Y,Y,75,0:02:42,3,,
ID2409,11FEB15:13:30:43,Jim,Television,Y,Y,53,0:05:25,3,,
ID2410,11FEB15:13:30:43,Joe,Washing Machine,Y,Y,116,0:00:49,5,,
ID2411,11FEB15:13:37:55,Stewart,Air Conditioner,Y,Y,83,0:04:23,3,,
ID2412,11FEB15:13:37:55,Jim,Washing Machine,Y,Y,92,0:02:15,4,,
ID2413,11FEB15:13:46:34,Martha,Fridge,Y,Y,24,0:02:41,3,,
ID2414,11FEB15:13:46:34,Martha,Washing Machine,Y,Y,16,0:04:17,4,,
ID2415,11FEB15:14:03:50,Jim,Washing Machine,Y,Y,24,0:02:22,5,,
ID2416,11FEB15:14:03:50,Martha,Air Conditioner,Y,Y,114,0:03:49,2,,
ID2418,11FEB15:14:03:50,Jim,Air Conditioner,Y,Y,120,0:05:57,4,,
ID2419,11FEB15:14:25:26,Martha,Television,Y,Y,89,0:06:57,5,,
ID2420,11FEB15:14:25:26,Martha,Toaster,Y,Y,83,0:01:29,4,,
ID2421,11FEB15:14:52:48,Dan,Television,Y,Y,71,0:02:34,5,,
ID2422,11FEB15:14:52:48,Greg,Television,Y,Y,62,0:02:00,4,,
ID2423,11FEB15:15:04:19,Becky,Toaster,Y,Y,84,0:03:15,2,,
ID2424,11FEB15:15:04:19,Dan,Air Conditioner,Y,Y,17,0:01:21,4,,
ID2425,11FEB15:15:11:31,Greg,Washing Machine,Y,Y,24,0:03:51,4,,
ID2426,11FEB15:15:11:31,Joe,Television,Y,Y,108,0:05:34,3,,
ID2427,11FEB15:15:59:02,Diane,Toaster,Y,Y,13,0:02:04,3,,
ID2428,11FEB15:15:59:02,Becky,Air Conditioner,Y,Y,119,0:06:23,3,,
ID2429,11FEB15:16:29:17,Dan,Toaster,Y,Y,80,0:05:32,2,,
ID2430,11FEB15:16:29:17,Joe,Washing Machine,Y,Y,99,0:01:52,4,,
ID2431,11FEB15:16:50:53,Martha,Television,Y,Y,60,0:05:53,4,,
ID2432,11FEB15:16:50:53,Greg,Fridge,Y,Y,121,0:04:52,4,,
ID2434,11FEB15:17:02:24,Becky,Washing Machine,Y,Y,91,0:06:08,2,,
ID2435,11FEB15:17:24:00,Greg,Toaster,Y,Y,91,0:01:45,2,,
ID2436,11FEB15:17:24:00,Diane,Fridge,Y,Y,99,0:01:05,3,,
ID2439,12FEB15:10:00:29,Martha,Air Conditioner,Y,Y,101,0:05:16,3,,
ID2440,12FEB15:10:00:29,Diane,Air Conditioner,Y,Y,61,0:04:25,1,,
ID2441,12FEB15:10:13:26,Becky,Television,Y,Y,35,0:02:31,4,,
ID2442,12FEB15:10:13:26,Joe,Washing Machine,Y,N,55,0:04:14,1,,
ID2445,12FEB15:10:24:58,Becky,Fridge,Y,Y,107,0:03:50,5,,
ID2446,12FEB15:10:24:58,Becky,Television,Y,Y,21,0:07:00,5,,
ID2447,12FEB15:10:26:24,Joe,Washing Machine,Y,Y,79,0:03:31,4,,
ID2448,12FEB15:10:26:24,Diane,Toaster,Y,Y,67,0:02:17,3,,
ID2449,12FEB15:10:32:10,Becky,Air Conditioner,Y,Y,32,0:01:52,3,,
ID2451,12FEB15:10:46:34,Martha,Washing Machine,Y,Y,79,0:04:45,4,,
ID2452,12FEB15:10:46:34,Jim,Fridge,Y,Y,117,0:03:59,3,,
ID2453,12FEB15:10:53:46,Dan,Air Conditioner,Y,Y,110,0:04:31,4,,
ID2454,12FEB15:10:53:46,Dan,Fridge,Y,Y,31,0:00:32,4,,
ID2456,12FEB15:11:08:10,Greg,Television,Y,Y,87,0:06:30,4,,
ID2457,12FEB15:11:26:53,Becky,Air Conditioner,Y,Y,99,0:06:55,5,,
ID2458,12FEB15:11:26:53,Martha,Television,Y,Y,83,0:03:43,4,,
ID2459,12FEB15:11:54:14,Diane,Fridge,Y,Y,36,0:06:13,3,,
ID2460,12FEB15:11:54:14,Dan,Fridge,Y,Y,67,0:06:52,3,,
ID2461,12FEB15:12:14:24,Stewart,Air Conditioner,Y,Y,91,0:03:06,4,,
ID2463,12FEB15:12:24:29,Greg,Television,Y,Y,29,0:05:56,3,,
ID2464,12FEB15:12:24:29,Diane,Fridge,Y,Y,86,0:04:12,1,,
ID2465,12FEB15:12:50:24,Jim,Toaster,Y,Y,58,0:01:52,5,,
ID2466,12FEB15:12:50:24,Greg,Toaster,Y,Y,57,0:00:46,1,,
ID2467,12FEB15:13:07:41,Jim,Television,Y,Y,70,0:04:48,3,,
ID2469,12FEB15:13:24:58,Joe,Washing Machine,Y,Y,77,0:02:20,4,,
ID2470,12FEB15:13:24:58,Dan,Washing Machine,Y,Y,31,0:05:16,5,,
ID2471,12FEB15:13:29:17,Diane,Air Conditioner,Y,Y,43,0:00:56,2,,
ID2472,12FEB15:13:29:17,Jim,Air Conditioner,Y,Y,38,0:05:06,4,,
ID2474,12FEB15:15:53:17,Diane,Washing Machine,Y,N,83,0:02:24,5,,
ID2475,12FEB15:17:13:55,Jim,Fridge,Y,Y,122,0:04:31,5,,
ID2476,12FEB15:17:13:55,Dan,Air Conditioner,Y,Y,42,0:06:48,5,,
ID2477,12FEB15:17:52:48,Becky,Television,Y,Y,61,0:01:11,4,,
ID2478,12FEB15:17:52:48,Jim,Television,Y,N,103,0:03:57,3,,
ID2479,12FEB15:17:52:48,Becky,Television,Y,Y,110,0:05:26,4,,
ID2483,13FEB15:09:33:07,Martha,Air Conditioner,Y,Y,88,0:02:15,2,,
ID2485,13FEB15:09:36:00,Stewart,Air Conditioner,Y,Y,57,0:02:24,5,,
ID2488,13FEB15:09:41:46,Dan,Washing Machine,Y,Y,37,0:06:05,3,,
ID2489,13FEB15:09:54:43,Greg,Toaster,Y,Y,62,0:01:14,2,,
ID2490,13FEB15:09:54:43,Greg,Television,Y,Y,48,0:01:27,4,,
ID2491,13FEB15:10:10:34,Dan,Air Conditioner,Y,Y,123,0:03:12,3,,
ID2492,13FEB15:10:10:34,Greg,Washing Machine,Y,Y,83,0:00:50,5,,
ID2493,13FEB15:10:33:36,Joe,Fridge,Y,Y,23,0:02:51,5,,
ID2495,13FEB15:10:45:07,Greg,Television,Y,N,27,0:05:11,3,,
ID2496,13FEB15:10:45:07,Joe,Fridge,Y,Y,78,0:06:23,5,,
ID2497,13FEB15:11:03:50,Becky,Television,Y,Y,82,0:05:12,3,,
ID2498,13FEB15:11:03:50,Jim,Television,Y,Y,50,0:05:27,4,,
ID2499,13FEB15:11:32:38,Diane,Fridge,Y,Y,90,0:01:08,4,,
ID2500,13FEB15:11:32:38,Joe,Fridge,Y,Y,89,0:05:13,3,,
ID2501,13FEB15:12:12:58,Martha,Toaster,Y,Y,79,0:06:47,1,,
ID2502,13FEB15:12:12:58,Greg,Washing Machine,Y,Y,123,0:06:42,2,,
ID2503,13FEB15:12:25:55,Dan,Fridge,Y,Y,97,0:02:32,1,,
ID2504,13FEB15:12:25:55,Dan,Air Conditioner,Y,Y,74,0:05:57,3,,
ID2505,13FEB15:12:27:22,Jim,Fridge,Y,Y,68,0:03:10,5,,
ID2506,13FEB15:12:27:22,Joe,Television,Y,Y,100,0:04:26,5,,
ID2508,13FEB15:12:28:48,Martha,Washing Machine,Y,Y,34,0:04:29,4,,
ID2510,13FEB15:12:47:31,Greg,Washing Machine,Y,Y,33,0:03:46,1,,
ID2511,13FEB15:12:53:17,Greg,Washing Machine,Y,Y,63,0:05:13,5,,
ID2512,13FEB15:12:53:17,Greg,Air Conditioner,Y,Y,54,0:02:58,1,,
ID2514,13FEB15:13:13:26,Greg,Air Conditioner,Y,Y,91,0:03:42,2,,
ID2515,13FEB15:13:16:19,Becky,Toaster,Y,Y,89,0:04:15,4,,
ID2516,13FEB15:13:16:19,Joe,Toaster,Y,Y,75,0:04:39,5,,
ID2517,13FEB15:13:30:43,Greg,Television,Y,Y,54,0:00:35,4,,
ID2518,13FEB15:13:30:43,Stewart,Toaster,Y,Y,43,0:03:08,3,,
ID2519,13FEB15:14:28:19,Stewart,Fridge,Y,Y,45,0:06:53,4,,
ID2520,13FEB15:14:28:19,Martha,Toaster,Y,Y,79,0:00:31,5,,
ID2521,13FEB15:14:39:50,Joe,Air Conditioner,Y,Y,27,0:03:14,3,,
ID2522,13FEB15:14:39:50,Diane,Toaster,Y,Y,59,0:05:33,3,,
ID2523,13FEB15:15:14:24,Stewart,Washing Machine,Y,N,70,0:00:52,4,,
ID2524,13FEB15:15:14:24,Dan,Toaster,Y,N,92,0:01:26,5,,
ID2525,13FEB15:15:33:07,Greg,Air Conditioner,Y,Y,96,0:04:35,2,,
ID2526,13FEB15:15:33:07,Becky,Television,Y,Y,79,0:05:10,5,,
ID2527,13FEB15:15:57:36,Greg,Fridge,Y,Y,115,0:01:05,5,,
ID2528,13FEB15:15:57:36,Jim,Toaster,Y,Y,71,0:05:46,3,,
ID2530,13FEB15:16:16:19,Stewart,Toaster,Y,N,124,0:05:41,4,,
ID2532,13FEB15:16:50:53,Joe,Washing Machine,Y,Y,35,0:00:31,5,,
ID2533,13FEB15:17:18:14,Dan,Washing Machine,Y,Y,106,0:03:22,3,,
ID2534,13FEB15:17:18:14,Dan,Washing Machine,Y,Y,32,0:03:33,4,,
ID2535,14FEB15:09:07:12,Jim,Toaster,Y,Y,119,0:04:18,4,,
ID2536,14FEB15:09:07:12,Greg,Washing Machine,Y,Y,112,0:04:29,2,,
ID2537,14FEB15:09:38:53,Stewart,Air Conditioner,Y,Y,49,0:04:10,1,,
ID2539,14FEB15:09:46:05,Joe,Fridge,Y,Y,74,0:04:54,3,,
ID2540,14FEB15:09:46:05,Greg,Television,Y,N,117,0:02:45,4,,
ID2542,14FEB15:09:48:58,Diane,Fridge,Y,Y,40,0:06:51,1,,
ID2543,14FEB15:10:24:58,Martha,Washing Machine,Y,Y,87,0:04:53,5,,
ID2544,14FEB15:10:24:58,Martha,Television,Y,Y,58,0:01:24,4,,
ID2545,14FEB15:10:30:43,Becky,Air Conditioner,Y,Y,84,0:06:00,4,,
ID2546,14FEB15:10:30:43,Jim,Toaster,Y,Y,54,0:02:17,2,,
ID2547,14FEB15:10:52:19,Dan,Washing Machine,Y,Y,13,0:05:36,5,,
ID2549,14FEB15:11:54:14,Jim,Air Conditioner,Y,Y,42,0:00:36,4,,
ID2550,14FEB15:11:54:14,Stewart,Toaster,Y,Y,12,0:02:36,1,,
ID2551,14FEB15:12:31:41,Diane,Fridge,Y,Y,13,0:04:40,3,,
ID2553,14FEB15:12:41:46,Diane,Television,Y,Y,100,0:03:11,5,,
ID2554,14FEB15:12:41:46,Joe,Toaster,Y,Y,70,0:01:10,2,,
ID2557,14FEB15:13:13:26,Becky,Air Conditioner,Y,Y,102,0:05:53,4,,
ID2558,14FEB15:13:13:26,Becky,Air Conditioner,Y,Y,82,0:03:19,3,,
ID2559,14FEB15:13:26:24,Joe,Television,Y,N,24,0:04:07,5,,
ID2560,14FEB15:13:26:24,Stewart,Fridge,Y,Y,10,0:01:39,5,,
ID2562,14FEB15:13:46:34,Stewart,Television,Y,Y,80,0:05:01,1,,
ID2563,14FEB15:13:50:53,Stewart,Air Conditioner,Y,Y,63,0:06:14,4,,
ID2564,14FEB15:13:50:53,Greg,Washing Machine,Y,Y,43,0:06:53,4,,
ID2566,14FEB15:14:21:07,Diane,Toaster,Y,Y,87,0:02:02,4,,
ID2567,14FEB15:14:24:00,Joe,Air Conditioner,Y,Y,125,0:06:04,4,,
ID2568,14FEB15:14:24:00,Stewart,Toaster,Y,Y,56,0:03:52,1,,
ID2569,14FEB15:14:49:55,Greg,Toaster,Y,Y,88,0:03:46,3,,
ID2570,14FEB15:14:49:55,Jim,Toaster,Y,Y,45,0:01:17,4,,
ID2571,14FEB15:14:51:22,Dan,Air Conditioner,Y,Y,24,0:02:01,4,,
ID2572,14FEB15:14:51:22,Jim,Washing Machine,Y,Y,23,0:04:12,5,,
ID2573,14FEB15:15:34:34,Becky,Toaster,Y,Y,66,0:06:47,5,,
ID2575,14FEB15:16:27:50,Joe,Television,Y,Y,67,0:01:35,4,,
ID2576,14FEB15:16:27:50,Becky,Air Conditioner,Y,Y,39,0:05:14,1,,
ID2577,14FEB15:16:37:55,Becky,Television,Y,Y,70,0:00:39,1,,
ID2578,14FEB15:16:37:55,Jim,Fridge,Y,Y,40,0:06:39,5,,
ID2580,14FEB15:16:37:55,Martha,Fridge,Y,Y,28,0:06:26,3,,
ID2581,14FEB15:16:50:53,Joe,Air Conditioner,Y,Y,107,0:03:39,2,,
ID2582,14FEB15:16:50:53,Stewart,Toaster,Y,Y,62,0:04:42,4,,
ID2583,14FEB15:16:53:46,Diane,Air Conditioner,Y,Y,80,0:04:20,4,,
ID2584,14FEB15:16:53:46,Stewart,Washing Machine,Y,Y,63,0:03:06,3,,
ID2585,14FEB15:17:09:36,Becky,Air Conditioner,Y,Y,36,0:05:18,3,,
ID2586,14FEB15:17:09:36,Dan,Washing Machine,Y,Y,64,0:02:05,3,,
ID2587,14FEB15:17:09:36,Greg,Washing Machine,Y,Y,110,0:05:43,3,,
ID2588,14FEB15:17:09:36,Jim,Fridge,Y,Y,43,0:06:22,3,,
ID2589,14FEB15:17:11:02,Jim,Air Conditioner,Y,Y,76,0:04:44,5,,
ID2590,14FEB15:17:11:02,Joe,Air Conditioner,Y,Y,45,0:02:29,2,,
ID2591,14FEB15:17:36:58,Martha,Television,Y,N,109,0:01:12,3,,
ID2592,14FEB15:17:36:58,Joe,Television,Y,Y,68,0:06:54,4,,
ID2593,14FEB15:17:42:43,Greg,Washing Machine,Y,N,99,0:06:54,1,,
ID2594,14FEB15:17:42:43,Dan,Washing Machine,Y,Y,27,0:04:05,4,,
ID2595,15FEB15:09:00:00,Greg,Television,Y,Y,14,0:00:58,3,,
ID2596,15FEB15:09:00:00,Greg,Fridge,Y,Y,81,0:04:21,3,,
ID2597,15FEB15:09:33:07,Dan,Fridge,Y,Y,24,0:03:07,3,,
ID2598,15FEB15:09:33:07,Dan,Washing Machine,Y,Y,13,0:05:48,1,,
ID2599,15FEB15:10:01:55,Becky,Air Conditioner,Y,Y,89,0:00:53,1,,
ID2600,15FEB15:10:01:55,Becky,Television,Y,Y,103,0:05:57,4,,
ID2601,15FEB15:10:01:55,Jim,Toaster,Y,Y,103,0:03:48,3,,
ID2603,15FEB15:10:20:38,Stewart,Washing Machine,Y,N,59,0:03:31,3,,
ID2604,15FEB15:10:20:38,Joe,Toaster,Y,Y,113,0:01:38,3,,
ID2605,15FEB15:11:12:29,Diane,Washing Machine,Y,Y,69,0:01:52,2,,
ID2606,15FEB15:11:12:29,Diane,Air Conditioner,Y,Y,69,0:01:51,2,,
ID2607,15FEB15:11:34:05,Becky,Air Conditioner,Y,N,11,0:05:07,4,,
ID2608,15FEB15:11:34:05,Dan,Washing Machine,Y,Y,75,0:04:11,2,,
ID2609,15FEB15:11:41:17,Jim,Air Conditioner,Y,N,24,0:02:32,5,,
ID2610,15FEB15:11:41:17,Becky,Fridge,Y,Y,124,0:06:08,3,,
ID2611,15FEB15:11:45:36,Greg,Fridge,Y,Y,32,0:02:34,5,,
ID2612,15FEB15:11:45:36,Stewart,Fridge,Y,Y,105,0:06:34,5,,
ID2614,15FEB15:11:48:29,Jim,Toaster,Y,Y,94,0:01:03,4,,
ID2615,15FEB15:12:07:12,Joe,Washing Machine,Y,Y,107,0:02:16,4,,
ID2616,15FEB15:12:07:12,Diane,Fridge,Y,Y,79,0:05:33,5,,
ID2618,15FEB15:12:21:36,Becky,Fridge,Y,Y,59,0:02:05,4,,
ID2619,15FEB15:12:38:53,Dan,Air Conditioner,Y,N,117,0:04:54,3,,
ID2620,15FEB15:12:38:53,Martha,Television,Y,Y,37,0:01:51,3,,
ID2621,15FEB15:13:00:29,Dan,Fridge,Y,Y,94,0:05:20,4,,
ID2622,15FEB15:13:00:29,Becky,Air Conditioner,Y,Y,120,0:02:45,1,,
ID2624,15FEB15:13:26:24,Martha,Television,Y,Y,50,0:06:47,2,,
ID2625,15FEB15:13:39:22,Becky,Toaster,Y,Y,47,0:02:28,5,,
ID2627,15FEB15:13:42:14,Dan,Fridge,Y,Y,118,0:02:53,5,,
ID2630,15FEB15:14:28:19,Jim,Air Conditioner,Y,Y,14,0:01:13,5,,
ID2631,15FEB15:14:29:46,Dan,Air Conditioner,Y,Y,88,0:01:09,3,,
ID2632,15FEB15:14:29:46,Joe,Television,Y,Y,124,0:00:52,4,,
ID2633,15FEB15:14:44:10,Diane,Toaster,Y,Y,18,0:00:48,5,,
ID2634,15FEB15:14:44:10,Dan,Fridge,Y,Y,22,0:02:05,3,,
ID2636,15FEB15:14:51:22,Becky,Television,Y,Y,94,0:06:18,5,,
ID2637,15FEB15:14:57:07,Becky,Air Conditioner,Y,N,54,0:03:36,3,,
ID2638,15FEB15:14:57:07,Greg,Washing Machine,Y,N,44,0:03:17,5,,
ID2639,15FEB15:15:46:05,Greg,Fridge,Y,Y,28,0:04:23,3,,
ID2640,15FEB15:15:46:05,Jim,Toaster,Y,Y,103,0:03:12,3,,
ID2641,15FEB15:15:47:31,Joe,Air Conditioner,Y,Y,25,0:00:47,4,,
ID2643,15FEB15:16:01:55,Jim,Television,Y,Y,84,0:04:10,3,,
ID2644,15FEB15:16:01:55,Dan,Television,Y,Y,36,0:03:57,4,,
ID2646,15FEB15:17:11:02,Stewart,Toaster,Y,Y,42,0:03:41,4,,
ID2647,15FEB15:17:18:14,Dan,Television,Y,Y,124,0:03:51,3,,
ID2648,15FEB15:17:18:14,Stewart,Air Conditioner,Y,Y,99,0:03:40,5,,
ID2649,15FEB15:17:19:41,Diane,Television,Y,Y,124,0:04:23,5,,
ID2650,15FEB15:17:19:41,Greg,Fridge,Y,Y,55,0:06:25,5,,
ID2653,16FEB15:09:07:12,Greg,Fridge,Y,Y,64,0:05:06,2,,
ID2654,16FEB15:09:07:12,Diane,Air Conditioner,Y,Y,82,0:04:54,2,,
ID2655,16FEB15:10:04:48,Diane,Television,Y,Y,50,0:03:19,4,,
ID2656,16FEB15:10:04:48,Stewart,Washing Machine,Y,Y,100,0:03:42,4,,
ID2657,16FEB15:10:23:31,Jim,Fridge,Y,Y,26,0:06:54,3,,
ID2658,16FEB15:10:23:31,Dan,Toaster,Y,Y,75,0:04:14,2,,
ID2659,16FEB15:10:30:43,Greg,Air Conditioner,Y,Y,26,0:06:28,3,,
ID2660,16FEB15:10:30:43,Dan,Toaster,Y,Y,21,0:05:08,3,,
ID2661,16FEB15:10:30:43,Stewart,Fridge,Y,Y,53,0:00:31,1,,
ID2662,16FEB15:10:30:43,Greg,Television,Y,Y,109,0:02:37,3,,
ID2663,16FEB15:11:06:43,Becky,Television,Y,Y,108,0:06:04,3,,
ID2664,16FEB15:11:06:43,Stewart,Washing Machine,Y,Y,58,0:05:16,5,,
ID2665,16FEB15:11:12:29,Stewart,Toaster,Y,Y,14,0:05:51,5,,
ID2666,16FEB15:11:12:29,Martha,Washing Machine,Y,Y,74,0:05:31,4,,
ID2668,16FEB15:11:18:14,Jim,Television,Y,Y,54,0:02:46,5,,
ID2669,16FEB15:11:26:53,Greg,Television,Y,Y,18,0:03:43,4,,
ID2670,16FEB15:11:26:53,Joe,Toaster,Y,Y,39,0:06:13,3,,
ID2671,16FEB15:12:10:05,Martha,Toaster,Y,Y,31,0:03:17,1,,
ID2672,16FEB15:12:10:05,Diane,Air Conditioner,Y,Y,118,0:05:00,3,,
ID2674,16FEB15:12:50:24,Joe,Washing Machine,Y,Y,118,0:05:58,3,,
ID2675,16FEB15:13:03:22,Jim,Toaster,Y,Y,69,0:03:37,4,,
ID2676,16FEB15:13:03:22,Greg,Toaster,Y,Y,125,0:06:21,5,,
ID2677,16FEB15:14:26:53,Dan,Television,Y,N,47,0:02:41,3,,
ID2678,16FEB15:14:26:53,Joe,Toaster,Y,Y,53,0:01:04,1,,
ID2679,16FEB15:14:48:29,Diane,Television,Y,N,55,0:04:37,2,,
ID2680,16FEB15:14:48:29,Martha,Fridge,Y,Y,91,0:05:30,2,,
ID2681,16FEB15:14:54:14,Joe,Air Conditioner,Y,Y,37,0:05:23,3,,
ID2682,16FEB15:14:54:14,Jim,Fridge,Y,Y,118,0:04:53,4,,
ID2683,16FEB15:15:07:12,Dan,Air Conditioner,Y,Y,37,0:05:36,5,,
ID2684,16FEB15:15:07:12,Becky,Fridge,Y,Y,124,0:04:04,4,,
ID2685,16FEB15:15:20:10,Greg,Air Conditioner,Y,Y,105,0:01:35,4,,
ID2687,16FEB15:15:34:34,Greg,Air Conditioner,Y,Y,36,0:03:27,1,,
ID2688,16FEB15:15:34:34,Martha,Television,Y,Y,87,0:06:52,4,,
ID2689,16FEB15:16:04:48,Becky,Air Conditioner,Y,Y,98,0:05:02,4,,
ID2691,16FEB15:16:14:53,Joe,Toaster,Y,Y,37,0:02:51,3,,
ID2692,16FEB15:16:14:53,Jim,Television,Y,Y,65,0:04:48,1,,
ID2693,16FEB15:16:24:58,Diane,Washing Machine,Y,Y,117,0:06:27,3,,
ID2694,16FEB15:16:24:58,Dan,Television,Y,Y,70,0:01:42,4,,
ID2696,16FEB15:16:29:17,Becky,Television,Y,Y,30,0:05:33,3,,
ID2698,16FEB15:16:32:10,Jim,Air Conditioner,Y,N,53,0:04:39,3,,
ID2699,16FEB15:17:12:29,Becky,Television,Y,Y,69,0:05:11,4,,
ID2700,16FEB15:17:12:29,Stewart,Washing Machine,Y,Y,109,0:04:10,1,,
ID2701,16FEB15:17:28:19,Dan,Air Conditioner,Y,Y,17,0:00:42,5,,
ID2702,16FEB15:17:28:19,Martha,Television,Y,Y,109,0:04:52,4,,
ID2703,16FEB15:17:31:12,Greg,Washing Machine,Y,Y,50,0:05:46,5,,
ID2704,16FEB15:17:31:12,Becky,Fridge,Y,N,22,0:03:31,3,,
ID2705,16FEB15:17:45:36,Diane,Washing Machine,Y,Y,100,0:02:35,4,,
ID2706,16FEB15:17:45:36,Stewart,Television,Y,Y,101,0:05:15,3,,
ID2707,16FEB15:17:52:48,Becky,Toaster,Y,Y,15,0:02:49,3,,
ID2708,16FEB15:17:52:48,Diane,Washing Machine,Y,Y,59,0:04:29,5,,
ID2709,17FEB15:09:01:26,Stewart,Washing Machine,Y,Y,93,0:03:15,3,,
ID2710,17FEB15:09:01:26,Becky,Toaster,Y,Y,81,0:06:25,4,,
ID2711,17FEB15:09:17:17,Jim,Fridge,Y,Y,20,0:02:11,1,,
ID2712,17FEB15:09:17:17,Greg,Washing Machine,Y,Y,47,0:00:35,3,,
ID2713,17FEB15:09:23:02,Diane,Fridge,Y,N,17,0:03:02,1,,
ID2714,17FEB15:09:23:02,Stewart,Toaster,Y,N,15,0:01:04,3,,
ID2715,17FEB15:09:34:34,Diane,Air Conditioner,Y,Y,94,0:06:10,5,,
ID2716,17FEB15:09:34:34,Martha,Air Conditioner,Y,Y,10,0:02:15,5,,
ID2717,17FEB15:09:53:17,Joe,Fridge,Y,Y,96,0:04:12,3,,
ID2718,17FEB15:09:53:17,Joe,Fridge,Y,Y,32,0:01:41,4,,
ID2719,17FEB15:09:59:02,Becky,Television,Y,Y,36,0:05:02,1,,
ID2720,17FEB15:09:59:02,Martha,Television,Y,Y,50,0:01:42,5,,
ID2722,17FEB15:10:03:22,Martha,Toaster,Y,Y,89,0:00:33,2,,
ID2724,17FEB15:10:36:29,Joe,Fridge,Y,Y,114,0:05:47,5,,
ID2725,17FEB15:10:43:41,Martha,Television,Y,Y,44,0:06:31,5,,
ID2726,17FEB15:10:43:41,Joe,Fridge,Y,Y,100,0:06:06,5,,
ID2728,17FEB15:11:24:00,Jim,Washing Machine,Y,Y,70,0:00:49,4,,
ID2729,17FEB15:11:24:00,Martha,Washing Machine,Y,Y,16,0:04:03,4,,
ID2730,17FEB15:11:24:00,Becky,Fridge,Y,Y,49,0:01:04,4,,
ID2731,17FEB15:11:28:19,Joe,Television,Y,Y,96,0:05:48,4,,
ID2732,17FEB15:11:28:19,Greg,Fridge,Y,Y,85,0:05:36,4,,
ID2733,17FEB15:11:42:43,Martha,Washing Machine,Y,Y,65,0:05:29,2,,
ID2734,17FEB15:11:42:43,Martha,Toaster,Y,Y,67,0:00:30,4,,
ID2735,17FEB15:12:05:46,Greg,Toaster,Y,Y,50,0:01:09,4,,
ID2737,17FEB15:12:10:05,Diane,Washing Machine,Y,Y,79,0:03:22,3,,
ID2738,17FEB15:12:10:05,Greg,Air Conditioner,Y,Y,107,0:03:53,4,,
ID2739,17FEB15:12:11:31,Martha,Washing Machine,Y,N,52,0:04:50,1,,
ID2740,17FEB15:12:11:31,Jim,Television,Y,N,104,0:06:25,1,,
ID2742,17FEB15:12:17:17,Jim,Washing Machine,Y,Y,63,0:00:54,1,,
